Analysis of Layer Similarities for ministral_8b 
Number of Layers to Skip : 13 
block_start,block_end,average_distance
1,14,0.39608529897836536
2,15,0.3776080791766827
3,16,0.3790643154046474
4,17,0.3712416428786058
5,18,0.37392327724358976
6,19,0.3670669946915064
7,20,0.36524376502403844
8,21,0.3616137382311699
9,22,0.36182579627403844
10,23,0.3551041040665064
11,24,0.3536979479667468
12,25,0.35025728665865385
13,26,0.3471210186298077
14,27,0.3437492174979968
15,28,0.3353318434495192
16,29,0.3210550944010417
17,30,0.31037707206530446
18,31,0.30152697440905446
19,32,0.29715904822716344
20,33,0.3039190830328526
21,34,0.3112331292568109
22,35,0.3444777268629808
23,36,0.418636224208734
Layer 19 to 32 is the best block to prune.
