Analysis of Layer Similarities for ministral_8b 
Number of Layers to Skip : 11 
block_start,block_end,average_distance
1,12,0.3881116035657051
2,13,0.3771213629306891
3,14,0.37784752478966344
4,15,0.3678878392928686
5,16,0.3604618952824519
6,17,0.3520711263020833
7,18,0.355499267578125
8,19,0.3534999749599359
9,20,0.3527073004306891
10,21,0.34480481270032054
11,22,0.34468978490584934
12,23,0.3417921799879808
13,24,0.3380330403645833
14,25,0.3367505195813301
15,26,0.3299263196113782
16,27,0.3126846704727564
17,28,0.2986747546073718
18,29,0.2881461901542468
19,30,0.27844433906750804
20,31,0.2744762714092548
21,32,0.27002187875600964
22,33,0.2784110827323718
23,34,0.287288567958734
24,35,0.3260850172776442
25,36,0.4086663661858974
Layer 21 to 32 is the best block to prune.
